Date,5 YR,7 YR,10 YR,20 YR,30 YR
8/12/2015,0.25,0.45,0.52,0.84,1.06
8/11/2015,0.26,0.48,0.49,0.8,1.01
8/10/2015,0.32,0.53,0.55,0.85,1.07
8/7/2015,0.31,0.48,0.52,0.82,1.02
8/6/2015,0.31,0.48,0.56,0.87,1.08
8/5/2015,0.34,0.51,0.58,0.89,1.11
8/4/2015,0.29,0.45,0.52,0.83,1.06
8/3/2015,0.21,0.38,0.46,0.78,1.02
7/31/2015,0.18,0.38,0.46,0.81,1.04
7/30/2015,0.22,0.41,0.51,0.84,1.06
7/29/2015,0.22,0.42,0.52,0.86,1.08
7/28/2015,0.23,0.43,0.51,0.85,1.07
7/27/2015,0.23,0.47,0.5,0.83,1.05
7/24/2015,0.24,0.45,0.51,0.84,1.07
7/23/2015,0.2,0.44,0.49,0.83,1.06
7/22/2015,0.21,0.44,0.53,0.88,1.1
7/21/2015,0.2,0.49,0.53,0.9,1.12
7/20/2015,0.23,0.51,0.56,0.92,1.14
7/17/2015,0.17,0.49,0.51,0.77,1.12
7/16/2015,0.14,0.43,0.52,0.9,1.13
7/15/2015,0.1,0.4,0.52,0.91,1.15
7/14/2015,0.12,0.42,0.56,0.96,1.2
7/13/2015,0.15,0.47,0.58,0.97,1.21
7/10/2015,0.1,0.44,0.55,0.96,1.19
7/9/2015,0.02,0.36,0.47,0.88,1.13
7/8/2015,-0.04,0.26,0.39,0.78,1.02
7/7/2015,-0.02,0.28,0.4,0.79,1.04
7/6/2015,-0.01,0.31,0.43,0.83,1.07
7/2/2015,0.02,0.37,0.49,0.91,1.16
7/1/2015,0.1,0.47,0.54,0.94,1.18
6/30/2015,0.02,0.34,0.48,0.88,1.11
6/29/2015,0.03,0.39,0.46,0.86,1.1
6/26/2015,0.09,0.43,0.57,0.97,1.21
6/25/2015,0.07,0.42,0.49,0.89,1.13
6/24/2015,0.05,0.41,0.48,0.88,1.13
6/23/2015,0.04,0.35,0.5,0.92,1.17
6/22/2015,0.03,0.37,0.47,0.88,1.14
6/19/2015,-0.04,0.28,0.4,0.81,1.07
6/18/2015,-0.02,0.32,0.46,0.89,1.14
6/17/2015,-0.06,0.29,0.42,0.84,1.09
6/16/2015,0.01,0.31,0.44,0.82,1.05
6/15/2015,0.07,0.37,0.51,0.89,1.12
6/12/2015,0.11,0.45,0.55,0.93,1.16
6/11/2015,0.11,0.42,0.56,0.94,1.17
6/10/2015,0.14,0.46,0.63,1.02,1.25
6/9/2015,0.09,0.4,0.56,0.95,1.18
6/8/2015,0.09,0.45,0.54,0.92,1.14
6/5/2015,0.11,0.47,0.55,0.92,1.14
6/4/2015,0.06,0.39,0.5,0.87,1.09
6/3/2015,0.1,0.5,0.55,0.93,1.16
6/2/2015,0.02,0.37,0.44,0.84,1.08
6/1/2015,0,0.34,0.39,0.77,1.02
5/29/2015,-0.08,0.25,0.32,0.7,0.95
5/28/2015,-0.02,0.33,0.33,0.59,0.98
5/27/2015,-0.01,0.29,0.34,0.71,0.95
5/26/2015,-0.05,0.29,0.32,0.7,0.94
5/22/2015,-0.08,0.28,0.34,0.74,1
5/21/2015,-0.1,0.3,0.35,0.76,1.01
5/20/2015,-0.08,0.32,0.38,0.8,1.06
5/19/2015,-0.02,0.34,0.42,0.81,1.06
5/18/2015,-0.1,0.29,0.37,0.78,1.02
5/15/2015,-0.16,0.21,0.31,0.7,0.94
5/14/2015,-0.14,0.31,0.36,0.64,1.03
5/13/2015,-0.1,0.31,0.41,0.81,1.04
5/12/2015,-0.07,0.33,0.4,0.77,0.99
5/11/2015,-0.05,0.31,0.4,0.77,1
5/8/2015,-0.16,0.22,0.28,0.66,0.89
5/7/2015,-0.11,0.23,0.3,0.65,0.88
5/6/2015,-0.11,0.29,0.34,0.72,0.95
5/5/2015,-0.18,0.21,0.25,0.62,0.86
5/4/2015,-0.18,0.17,0.24,0.62,0.86
5/1/2015,-0.22,0.09,0.18,0.54,0.78
4/30/2015,-0.29,0.03,0.11,0.48,0.72
4/29/2015,-0.27,0.11,0.14,0.52,0.76
4/28/2015,-0.3,0.04,0.11,0.47,0.71
4/27/2015,-0.35,-0.04,0.03,0.39,0.63
4/24/2015,-0.37,0,0.04,0.4,0.64
4/23/2015,-0.33,-0.01,0.07,0.43,0.66
4/22/2015,-0.19,0.04,0.12,0.48,0.7
4/21/2015,-0.24,-0.02,0.06,0.4,0.63
4/20/2015,-0.27,-0.05,0.01,0.36,0.59
4/17/2015,-0.34,-0.12,-0.02,0.32,0.54
4/16/2015,-0.27,-0.03,0.05,0.41,0.63
4/15/2015,-0.26,-0.03,0.07,0.42,0.64
4/14/2015,-0.21,0.01,0.1,0.44,0.65
4/13/2015,-0.17,0.05,0.14,0.47,0.68
4/10/2015,-0.15,0.07,0.14,0.46,0.67
4/9/2015,-0.19,0.03,0.13,0.46,0.68
4/8/2015,-0.23,-0.01,0.08,0.41,0.63
4/7/2015,-0.28,-0.06,0.04,0.38,0.6
4/6/2015,-0.29,-0.04,0.07,0.43,0.66
4/3/2015,-0.32,-0.09,0.02,0.36,0.58
4/2/2015,-0.21,0.01,0.11,0.43,0.64
4/1/2015,-0.26,-0.04,0.07,0.39,0.6
3/31/2015,-0.14,0.08,0.18,0.49,0.69
3/30/2015,-0.08,0.14,0.23,0.51,0.69
3/27/2015,-0.12,0.09,0.19,0.46,0.64
3/26/2015,-0.1,0.12,0.21,0.49,0.67
3/25/2015,-0.15,0.09,0.12,0.3,0.57
3/24/2015,-0.16,0.03,0.11,0.38,0.55
3/23/2015,-0.07,0.1,0.17,0.44,0.62
3/20/2015,-0.08,0.1,0.17,0.43,0.61
3/19/2015,-0.01,0.15,0.19,0.46,0.65
3/18/2015,0.08,0.19,0.23,0.46,0.66
3/17/2015,0.22,0.38,0.42,0.65,0.81
3/16/2015,0.3,0.42,0.45,0.67,0.87
3/13/2015,0.2,0.39,0.44,0.7,0.88
3/12/2015,0.18,0.38,0.39,0.66,0.84
3/11/2015,0.15,0.34,0.39,0.65,0.83
3/10/2015,0.26,0.37,0.41,0.65,0.85
3/9/2015,0.19,0.41,0.44,0.71,0.88
3/6/2015,0.15,0.38,0.41,0.69,0.86
3/5/2015,0.04,0.25,0.27,0.55,0.74
3/4/2015,-0.01,0.2,0.25,0.54,0.74
3/3/2015,0.04,0.24,0.26,0.55,0.75
3/2/2015,0.03,0.23,0.25,0.55,0.75
2/27/2015,0.01,0.13,0.17,0.44,0.68
2/26/2015,0.05,0.23,0.24,0.52,0.72
2/25/2015,0.11,0.2,0.24,0.48,0.7
2/24/2015,0.14,0.23,0.27,0.51,0.73
2/23/2015,0.22,0.3,0.34,0.58,0.79
2/20/2015,0.24,0.34,0.38,0.62,0.83
2/19/2015,0.23,0.33,0.37,0.62,0.84
2/18/2015,0.2,0.31,0.36,0.62,0.82
2/17/2015,0.29,0.39,0.43,0.68,0.87
2/13/2015,0.21,0.3,0.34,0.6,0.81
2/12/2015,0.13,0.31,0.33,0.61,0.78
2/11/2015,0.21,0.28,0.32,0.56,0.75
2/10/2015,0.2,0.27,0.31,0.55,0.74
2/9/2015,0.13,0.22,0.25,0.49,0.67
2/6/2015,0.12,0.2,0.24,0.48,0.68
2/5/2015,-0.08,0.12,0.13,0.45,0.64
2/4/2015,-0.06,0.05,0.1,0.38,0.6
2/3/2015,-0.12,0.04,0.09,0.38,0.62
2/2/2015,-0.13,-0.01,0.03,0.31,0.54
1/30/2015,-0.11,-0.01,0.03,0.3,0.52
1/29/2015,-0.03,0.14,0.15,0.42,0.59
1/28/2015,0.01,0.09,0.12,0.37,0.56
1/27/2015,0.05,0.14,0.17,0.44,0.64
1/26/2015,0.12,0.19,0.22,0.45,0.64
1/23/2015,0.12,0.18,0.21,0.44,0.61
1/22/2015,0.2,0.27,0.29,0.52,0.69
1/21/2015,0.18,0.22,0.26,0.51,0.71
1/20/2015,0.12,0.21,0.23,0.47,0.63
1/16/2015,0.1,0.22,0.23,0.49,0.66
1/15/2015,0.04,0.17,0.19,0.45,0.61
1/14/2015,0.15,0.25,0.29,0.53,0.69
1/13/2015,0.32,0.35,0.37,0.58,0.73
1/12/2015,0.23,0.31,0.35,0.55,0.69
1/9/2015,0.25,0.34,0.36,0.57,0.72
1/8/2015,0.29,0.38,0.41,0.6,0.73
1/7/2015,0.31,0.35,0.39,0.55,0.68
1/6/2015,0.34,0.36,0.41,0.55,0.68
1/5/2015,0.32,0.36,0.4,0.57,0.71
1/2/2015,0.31,0.37,0.41,0.61,0.76
12/30/2014,0.47,0.54,0.56,0.75,0.88
12/29/2014,0.5,0.55,0.57,0.74,0.88
12/26/2014,0.49,0.53,0.58,0.75,0.9
12/24/2014,0.5,0.55,0.59,0.77,0.91
12/23/2014,0.46,0.51,0.56,0.76,0.92
12/22/2014,0.38,0.42,0.47,0.66,0.82
12/19/2014,0.39,0.44,0.49,0.68,0.85
12/18/2014,0.48,0.56,0.57,0.77,0.91
12/17/2014,0.39,0.44,0.49,0.67,0.81
12/16/2014,0.32,0.38,0.42,0.62,0.77
12/15/2014,0.41,0.47,0.5,0.69,0.84
12/12/2014,0.33,0.42,0.46,0.68,0.84
12/11/2014,0.35,0.46,0.49,0.72,0.88
12/10/2014,0.31,0.45,0.47,0.72,0.88
12/9/2014,0.29,0.43,0.49,0.74,0.9
12/8/2014,0.43,0.52,0.55,0.77,0.94
12/5/2014,0.34,0.51,0.56,0.82,0.98
12/4/2014,0.23,0.44,0.48,0.78,0.96
12/3/2014,0.23,0.44,0.5,0.81,1
12/2/2014,0.23,0.45,0.51,0.82,1.01
12/1/2014,0.13,0.34,0.43,0.76,0.96
11/28/2014,0.1,0.3,0.39,0.71,0.92
11/26/2014,0.12,0.35,0.42,0.75,0.95
11/25/2014,0.11,0.34,0.42,0.76,0.96
11/24/2014,0.19,0.38,0.44,0.74,0.99
11/21/2014,0.19,0.4,0.45,0.75,1
11/20/2014,0.23,0.44,0.49,0.8,1.05
11/19/2014,0.27,0.48,0.53,0.83,1.07
11/18/2014,0.21,0.42,0.48,0.78,1.02
11/17/2014,0.22,0.42,0.48,0.78,1.02
11/14/2014,0.17,0.38,0.43,0.74,0.99
11/13/2014,0.16,0.42,0.47,0.81,1.01
11/12/2014,0.12,0.4,0.46,0.8,1
11/10/2014,0.07,0.32,0.44,0.78,0.98
11/7/2014,0.01,0.27,0.38,0.73,0.93
11/6/2014,0.09,0.34,0.45,0.79,0.98
11/5/2014,0.09,0.34,0.43,0.77,0.96
11/4/2014,0.14,0.38,0.43,0.77,0.96
11/3/2014,0.08,0.32,0.43,0.78,0.99
10/31/2014,0.09,0.34,0.43,0.78,0.99
10/30/2014,0.09,0.33,0.42,0.76,0.96
10/29/2014,0.14,0.38,0.42,0.76,0.96
10/28/2014,0.06,0.34,0.39,0.76,0.98
10/27/2014,0.07,0.33,0.38,0.75,0.97
10/24/2014,0.06,0.32,0.39,0.76,0.98
10/23/2014,0.09,0.32,0.38,0.71,0.98
10/22/2014,-0.01,0.25,0.34,0.72,0.94
10/21/2014,0.02,0.26,0.33,0.66,0.94
10/20/2014,-0.04,0.22,0.29,0.67,0.9
10/17/2014,0.01,0.28,0.3,0.67,0.9
10/16/2014,0.02,0.22,0.28,0.61,0.89
10/15/2014,0,0.26,0.29,0.65,0.88
10/14/2014,0.04,0.24,0.29,0.61,0.88
10/10/2014,0.03,0.29,0.35,0.71,0.93
10/9/2014,0.06,0.34,0.37,0.74,0.96
10/8/2014,0.03,0.32,0.39,0.75,0.97
10/7/2014,0.12,0.37,0.44,0.79,1
10/6/2014,0.15,0.41,0.5,0.84,1.04
10/3/2014,0.17,0.42,0.52,0.84,1.04
10/2/2014,0.13,0.41,0.49,0.83,1.04
10/1/2014,0.09,0.36,0.46,0.8,1.01
9/30/2014,0.22,0.51,0.55,0.89,1.1
9/29/2014,0.16,0.44,0.55,0.89,1.08
9/26/2014,0.21,0.51,0.57,0.9,1.09
9/25/2014,0.13,0.41,0.5,0.85,1.06
9/24/2014,0.16,0.43,0.54,0.89,1.1
9/23/2014,0.15,0.41,0.52,0.87,1.08
9/22/2014,0.2,0.46,0.58,0.93,1.13
9/19/2014,0.27,0.51,0.56,0.86,1.11
9/18/2014,0.29,0.55,0.61,0.91,1.17
9/17/2014,0.19,0.51,0.56,0.93,1.16
9/16/2014,0.03,0.35,0.48,0.88,1.11
9/15/2014,0.07,0.39,0.47,0.86,1.09
9/12/2014,0.08,0.42,0.49,0.87,1.1
9/11/2014,0.03,0.33,0.42,0.79,1.01
9/10/2014,0.1,0.38,0.44,0.76,1.02
9/9/2014,0.05,0.32,0.39,0.7,0.97
9/8/2014,-0.02,0.26,0.35,0.73,0.97
9/5/2014,-0.08,0.24,0.31,0.72,0.97
9/4/2014,-0.05,0.21,0.28,0.64,0.94
9/3/2014,-0.08,0.18,0.24,0.59,0.89
9/2/2014,-0.07,0.2,0.27,0.61,0.9
8/29/2014,-0.13,0.21,0.23,0.61,0.84
8/28/2014,-0.14,0.19,0.21,0.58,0.82
8/27/2014,-0.15,0.18,0.23,0.61,0.85
8/26/2014,-0.15,0.16,0.25,0.64,0.88
8/25/2014,-0.09,0.18,0.24,0.58,0.86
8/22/2014,-0.11,0.19,0.26,0.6,0.88
8/21/2014,-0.16,0.18,0.24,0.65,0.91
8/20/2014,-0.18,0.15,0.26,0.68,0.94
8/19/2014,-0.22,0.11,0.23,0.66,0.93
8/18/2014,-0.27,0.07,0.21,0.64,0.9
8/15/2014,-0.28,0.11,0.16,0.58,0.84
8/14/2014,-0.26,0.14,0.19,0.63,0.89
8/13/2014,-0.29,0.1,0.2,0.66,0.94
8/12/2014,-0.24,0.16,0.22,0.68,0.96
8/11/2014,-0.24,0.16,0.19,0.64,0.92
8/8/2014,-0.24,0.15,0.19,0.64,0.91
8/7/2014,-0.29,0.09,0.19,0.63,0.9
8/6/2014,-0.24,0.15,0.24,0.67,0.93
8/5/2014,-0.24,0.17,0.25,0.68,0.94
8/4/2014,-0.24,0.17,0.26,0.7,0.95
8/1/2014,-0.25,0.18,0.25,0.68,0.93
7/31/2014,-0.21,0.21,0.29,0.71,0.96
7/30/2014,-0.19,0.22,0.29,0.71,0.95
7/29/2014,-0.24,0.16,0.2,0.62,0.87
7/28/2014,-0.22,0.2,0.22,0.65,0.91
7/25/2014,-0.26,0.16,0.2,0.62,0.88
7/24/2014,-0.21,0.17,0.25,0.62,0.95
7/23/2014,-0.25,0.18,0.25,0.68,0.93
7/22/2014,-0.25,0.17,0.25,0.68,0.92
7/21/2014,-0.27,0.16,0.25,0.67,0.92
7/18/2014,-0.27,0.17,0.26,0.7,0.95
7/17/2014,-0.32,0.12,0.24,0.68,0.93
7/16/2014,-0.24,0.16,0.32,0.75,1
7/15/2014,-0.26,0.19,0.31,0.75,1.01
7/14/2014,-0.31,0.15,0.28,0.74,0.99
7/11/2014,-0.34,0.09,0.25,0.7,0.97
7/10/2014,-0.34,0.15,0.27,0.74,1
7/9/2014,-0.3,0.19,0.28,0.74,0.99
7/8/2014,-0.29,0.19,0.31,0.77,1.02
7/7/2014,-0.27,0.24,0.36,0.82,1.08
7/3/2014,-0.29,0.23,0.37,0.84,1.1
7/2/2014,-0.3,0.18,0.38,0.85,1.12
7/1/2014,-0.34,0.18,0.32,0.8,1.05
6/30/2014,-0.38,0.13,0.27,0.74,0.99
6/27/2014,-0.39,0.12,0.27,0.75,1.01
6/26/2014,-0.38,0.1,0.26,0.73,0.99
6/25/2014,-0.35,0.15,0.29,0.76,1.03
6/24/2014,-0.35,0.18,0.31,0.78,1.04
6/23/2014,-0.31,0.21,0.35,0.82,1.09
6/20/2014,-0.31,0.21,0.35,0.82,1.09
6/19/2014,-0.31,0.23,0.39,0.87,1.14
6/18/2014,-0.27,0.26,0.38,0.85,1.11
6/17/2014,-0.2,0.32,0.43,0.88,1.14
6/16/2014,-0.21,0.31,0.41,0.86,1.11
6/13/2014,-0.23,0.29,0.41,0.87,1.14
6/12/2014,-0.29,0.24,0.39,0.87,1.14
6/11/2014,-0.24,0.3,0.43,0.9,1.17
6/10/2014,-0.23,0.3,0.43,0.9,1.17
6/9/2014,-0.26,0.25,0.41,0.89,1.15
6/6/2014,-0.27,0.27,0.4,0.88,1.15
6/5/2014,-0.29,0.24,0.41,0.89,1.16
6/4/2014,-0.25,0.29,0.44,0.91,1.18
6/3/2014,-0.27,0.24,0.41,0.88,1.15
6/2/2014,-0.33,0.15,0.32,0.8,1.08
5/30/2014,-0.39,0.11,0.26,0.74,1.02
5/29/2014,-0.44,0.06,0.22,0.7,0.99
5/28/2014,-0.44,0.07,0.22,0.7,0.98
5/27/2014,-0.39,0.16,0.31,0.79,1.06
5/23/2014,-0.42,0.11,0.32,0.8,1.08
5/22/2014,-0.4,0.17,0.35,0.84,1.11
5/21/2014,-0.4,0.18,0.36,0.84,1.12
5/20/2014,-0.39,0.18,0.35,0.82,1.09
5/19/2014,-0.37,0.22,0.37,0.83,1.09
5/16/2014,-0.38,0.18,0.34,0.78,1.03
5/15/2014,-0.41,0.16,0.31,0.76,1.01
5/14/2014,-0.35,0.25,0.37,0.82,1.07
5/13/2014,-0.27,0.3,0.45,0.9,1.15
5/12/2014,-0.24,0.34,0.48,0.93,1.19
5/9/2014,-0.29,0.27,0.44,0.89,1.15
5/8/2014,-0.3,0.26,0.42,0.88,1.13
5/7/2014,-0.27,0.31,0.42,0.72,1.11
5/6/2014,-0.23,0.29,0.45,0.85,1.09
5/5/2014,-0.24,0.25,0.45,0.86,1.11
5/2/2014,-0.28,0.28,0.41,0.82,1.06
5/1/2014,-0.3,0.3,0.43,0.86,1.1
4/30/2014,-0.27,0.32,0.49,0.92,1.16
4/29/2014,-0.21,0.35,0.53,0.96,1.2
4/28/2014,-0.22,0.33,0.52,0.94,1.17
4/25/2014,-0.24,0.31,0.48,0.9,1.13
4/24/2014,-0.25,0.31,0.49,0.91,1.14
4/23/2014,-0.25,0.29,0.49,0.91,1.16
4/22/2014,-0.22,0.33,0.52,0.94,1.19
4/21/2014,-0.23,0.33,0.53,0.96,1.21
4/17/2014,-0.2,0.31,0.52,0.96,1.21
4/16/2014,-0.06,0.36,0.48,0.92,1.16
4/15/2014,-0.05,0.38,0.5,0.94,1.19
4/14/2014,-0.1,0.34,0.52,0.96,1.2
4/11/2014,-0.06,0.38,0.5,0.95,1.2
4/10/2014,-0.1,0.35,0.51,0.98,1.24
4/9/2014,-0.05,0.4,0.57,1.04,1.29
4/8/2014,-0.04,0.4,0.58,1.02,1.28
4/7/2014,0.07,0.51,0.59,1.03,1.28
4/4/2014,0,0.45,0.61,1.05,1.3
4/3/2014,0.11,0.55,0.66,1.09,1.34
4/2/2014,0.08,0.53,0.68,1.12,1.37
4/1/2014,0.03,0.49,0.63,1.07,1.32
3/31/2014,0.03,0.49,0.6,1.04,1.29
3/28/2014,0.02,0.46,0.6,1.03,1.28
3/27/2014,-0.03,0.41,0.56,1,1.24
3/26/2014,-0.05,0.4,0.57,1.01,1.27
3/25/2014,0.06,0.51,0.61,1.05,1.3
3/24/2014,-0.03,0.41,0.59,1.04,1.3
3/21/2014,-0.06,0.41,0.61,1.08,1.34
3/20/2014,-0.02,0.46,0.66,1.14,1.4
3/19/2014,0.02,0.51,0.62,1.1,1.36
3/18/2014,-0.21,0.31,0.5,1.03,1.32
3/17/2014,-0.22,0.3,0.52,1.04,1.32
3/14/2014,-0.19,0.34,0.48,1,1.3
3/13/2014,-0.22,0.32,0.49,1.02,1.31
3/12/2014,-0.23,0.32,0.54,1.07,1.36
3/11/2014,-0.24,0.31,0.57,1.1,1.39
3/10/2014,-0.24,0.31,0.57,1.11,1.39
3/7/2014,-0.18,0.37,0.57,1.09,1.38
3/6/2014,-0.27,0.27,0.53,1.06,1.36
3/5/2014,-0.26,0.29,0.52,1.04,1.33
3/4/2014,-0.25,0.31,0.52,1.05,1.35
3/3/2014,-0.32,0.24,0.44,0.98,1.27
2/28/2014,-0.28,0.27,0.49,1.03,1.32
2/27/2014,-0.32,0.23,0.49,1.05,1.35
2/26/2014,-0.26,0.29,0.51,1.07,1.38
2/25/2014,-0.25,0.3,0.55,1.1,1.4
2/24/2014,-0.21,0.34,0.59,1.14,1.45
2/21/2014,-0.18,0.38,0.61,1.15,1.45
2/20/2014,-0.21,0.35,0.63,1.19,1.49
2/19/2014,-0.25,0.32,0.6,1.17,1.45
2/18/2014,-0.29,0.29,0.57,1.14,1.42
2/14/2014,-0.14,0.44,0.59,1.15,1.43
2/13/2014,-0.26,0.3,0.56,1.13,1.42
2/12/2014,-0.24,0.32,0.59,1.17,1.45
2/11/2014,-0.26,0.3,0.56,1.14,1.42
2/10/2014,-0.31,0.25,0.51,1.1,1.39
2/7/2014,-0.3,0.28,0.53,1.12,1.4
2/6/2014,-0.3,0.26,0.57,1.14,1.42
2/5/2014,-0.28,0.27,0.56,1.14,1.42
2/4/2014,-0.31,0.24,0.51,1.07,1.34
2/3/2014,-0.26,0.29,0.47,1.01,1.28
1/31/2014,-0.23,0.33,0.53,1.07,1.33
1/30/2014,-0.21,0.34,0.57,1.1,1.36
1/29/2014,-0.2,0.35,0.55,1.08,1.35
1/28/2014,-0.12,0.45,0.62,1.14,1.4
1/27/2014,-0.11,0.45,0.64,1.14,1.39
1/24/2014,-0.1,0.46,0.61,1.11,1.36
1/23/2014,-0.1,0.47,0.66,1.14,1.38
1/22/2014,-0.07,0.42,0.62,1.16,1.44
1/21/2014,-0.04,0.47,0.59,1.14,1.42
1/17/2014,-0.08,0.43,0.58,1.13,1.41
1/16/2014,-0.08,0.43,0.61,1.16,1.43
1/15/2014,-0.04,0.48,0.62,1.17,1.45
1/14/2014,-0.11,0.41,0.62,1.17,1.45
1/13/2014,-0.11,0.42,0.57,1.13,1.41
1/10/2014,-0.11,0.42,0.59,1.13,1.4
1/9/2014,-0.08,0.45,0.66,1.19,1.45
1/8/2014,0.01,0.56,0.72,1.24,1.5
1/7/2014,-0.14,0.4,0.7,1.25,1.52
1/6/2014,-0.05,0.5,0.72,1.27,1.54
1/3/2014,0.04,0.6,0.75,1.29,1.57
1/2/2014,0.01,0.57,0.74,1.3,1.58
12/31/2013,0.06,0.61,0.8,1.36,1.64
12/30/2013,0.07,0.62,0.76,1.31,1.59
12/27/2013,0.06,0.62,0.8,1.36,1.64
12/26/2013,0.04,0.59,0.8,1.35,1.63
12/24/2013,0.05,0.6,0.8,1.34,1.61
12/23/2013,0.01,0.55,0.76,1.3,1.57
12/20/2013,0.02,0.56,0.73,1.28,1.56
12/19/2013,-0.12,0.44,0.79,1.37,1.63
12/18/2013,-0.12,0.45,0.72,1.31,1.6
12/17/2013,-0.17,0.39,0.67,1.26,1.56
12/16/2013,-0.13,0.44,0.71,1.3,1.59
12/13/2013,-0.11,0.44,0.72,1.3,1.59
12/12/2013,-0.1,0.46,0.75,1.35,1.63
12/11/2013,-0.15,0.41,0.71,1.31,1.6
12/10/2013,-0.18,0.38,0.69,1.28,1.58
12/9/2013,-0.13,0.44,0.74,1.33,1.62
12/6/2013,-0.14,0.44,0.77,1.36,1.64
12/5/2013,-0.17,0.42,0.76,1.36,1.66
12/4/2013,-0.19,0.41,0.73,1.35,1.64
12/3/2013,-0.29,0.29,0.64,1.27,1.57
12/2/2013,-0.27,0.3,0.66,1.28,1.58
11/29/2013,-0.32,0.24,0.6,1.23,1.53
11/27/2013,-0.35,0.22,0.58,1.22,1.52
11/26/2013,-0.37,0.19,0.54,1.18,1.49
11/25/2013,-0.38,0.19,0.56,1.2,1.51
11/22/2013,-0.39,0.19,0.56,1.21,1.52
11/21/2013,-0.38,0.21,0.6,1.27,1.59
11/20/2013,-0.36,0.24,0.64,1.31,1.63
11/19/2013,-0.4,0.16,0.53,1.2,1.51
11/18/2013,-0.47,0.11,0.48,1.15,1.47
11/15/2013,-0.44,0.14,0.53,1.19,1.51
11/14/2013,-0.46,0.13,0.51,1.18,1.5
11/13/2013,-0.38,0.2,0.58,1.23,1.54
11/12/2013,-0.32,0.25,0.62,1.25,1.55
11/8/2013,-0.35,0.23,0.59,1.24,1.54
11/7/2013,-0.45,0.09,0.46,1.11,1.43
11/6/2013,-0.43,0.12,0.48,1.13,1.46
11/5/2013,-0.33,0.21,0.55,1.18,1.48
11/4/2013,-0.35,0.18,0.5,1.12,1.42
11/1/2013,-0.33,0.2,0.5,1.11,1.41
10/31/2013,-0.43,0.09,0.4,1.03,1.34
10/30/2013,-0.47,0.04,0.37,1,1.33
10/29/2013,-0.47,0.04,0.35,0.99,1.32
10/28/2013,-0.48,0.04,0.35,0.98,1.3
10/25/2013,-0.47,0.03,0.34,0.97,1.3
10/24/2013,-0.45,0.05,0.36,1,1.33
10/23/2013,-0.46,0.04,0.36,1,1.33
10/22/2013,-0.46,0.05,0.37,1,1.34
10/21/2013,-0.41,0.12,0.44,1.07,1.39
10/18/2013,-0.43,0.11,0.42,1.05,1.37
10/17/2013,-0.42,0.11,0.45,1.07,1.4
10/16/2013,-0.38,0.17,0.5,1.12,1.43
10/15/2013,-0.34,0.2,0.54,1.16,1.47
10/11/2013,-0.37,0.17,0.5,1.11,1.42
10/10/2013,-0.37,0.17,0.5,1.11,1.43
10/9/2013,-0.35,0.15,0.47,1.07,1.4
10/8/2013,-0.33,0.17,0.48,1.07,1.39
10/7/2013,-0.38,0.13,0.45,1.06,1.37
10/4/2013,-0.38,0.14,0.46,1.08,1.4
10/3/2013,-0.41,0.11,0.43,1.06,1.38
10/2/2013,-0.42,0.1,0.43,1.05,1.37
10/1/2013,-0.35,0.15,0.46,1.08,1.39
9/30/2013,-0.35,0.15,0.45,1.06,1.38
9/27/2013,-0.36,0.16,0.46,1.08,1.39
9/26/2013,-0.34,0.19,0.47,1.07,1.37
9/25/2013,-0.38,0.12,0.45,1.06,1.36
9/24/2013,-0.33,0.19,0.48,1.07,1.37
9/23/2013,-0.36,0.16,0.46,1.07,1.38
9/20/2013,-0.35,0.17,0.52,1.14,1.44
9/19/2013,-0.34,0.21,0.55,1.18,1.48
9/18/2013,-0.41,0.14,0.49,1.13,1.44
9/17/2013,-0.17,0.36,0.7,1.27,1.54
9/16/2013,-0.11,0.44,0.76,1.32,1.6
9/13/2013,-0.04,0.47,0.8,1.32,1.57
9/12/2013,-0.03,0.5,0.81,1.32,1.57
9/11/2013,-0.04,0.47,0.8,1.31,1.55
9/10/2013,0.04,0.53,0.86,1.36,1.6
9/9/2013,0.02,0.52,0.84,1.34,1.59
9/6/2013,0.06,0.56,0.87,1.37,1.62
9/5/2013,0.14,0.61,0.92,1.4,1.64
9/4/2013,0,0.47,0.83,1.33,1.58
9/3/2013,-0.08,0.42,0.76,1.28,1.54
8/30/2013,-0.16,0.31,0.68,1.21,1.46
8/29/2013,-0.2,0.28,0.65,1.18,1.43
8/28/2013,-0.23,0.25,0.63,1.19,1.45
8/27/2013,-0.3,0.17,0.57,1.14,1.41
8/26/2013,-0.21,0.26,0.64,1.2,1.47
8/23/2013,-0.16,0.29,0.69,1.25,1.51
8/22/2013,-0.06,0.41,0.79,1.35,1.61
8/21/2013,-0.13,0.35,0.73,1.33,1.62
8/20/2013,-0.21,0.28,0.67,1.28,1.58
8/19/2013,-0.13,0.35,0.75,1.35,1.63
8/16/2013,-0.19,0.29,0.68,1.29,1.58
8/15/2013,-0.29,0.18,0.6,1.22,1.51
8/14/2013,-0.38,0.11,0.5,1.13,1.43
8/13/2013,-0.43,0.05,0.48,1.11,1.4
8/12/2013,-0.52,-0.05,0.37,1.01,1.3
8/9/2013,-0.55,-0.08,0.33,0.96,1.25
8/8/2013,-0.54,-0.07,0.34,0.96,1.26
8/7/2013,-0.55,-0.06,0.35,0.98,1.27
8/6/2013,-0.55,-0.05,0.39,1.03,1.32
8/5/2013,-0.53,-0.01,0.42,1.07,1.37
